날짜,기사 제목,매체 이름,링크
2026.01.29,살아난 반도체…삼성전자 4분기 영업익 20조 ‘사상 최대’,주간조선,https://news.google.com/rss/articles/CBMiakFVX3lxTE55Q2p6eXdzUlFJZC1QUVBBMFlDMFdwX1ZScXlPblVIOGthekthanV2WFNIZm00TG1nbWlJb0d0akxUbWQ0LWZZek9NWFRuOFdmbGs5bUVyd0NWMjdxdDRrMkhvUkVlTFozTkHSAW5BVV95cUxNMC1KNktVcEhRQ1p3YzV1LVZoc0toMnZwV1FRbTlzX0tNV3lkeUhtUHFpWjhreVNDTDJyNWp3cVltdEQzREItRzBpNFlxV3NldFpIekVaRGl3VjFJa1VUVVF6cWlFbTRFM19MaHhmdw?oc=5
2026.01.29,"[삼성전자 4Q IR] 살아난 반도체, 영업익 16.4조…""1분기 HBM4 출하""",ebn.co.kr,https://news.google.com/rss/articles/CBMiaEFVX3lxTE9IOGxibG1JcjAtdHBXY3RKX05WdG1DdE5Oc3NzV2RVaERMZ3piY0tsbi1zdVpPVjRTTzFIMlNtUXl6MlZLS1pyMjl5cGJRdzV3WjN4ZldaYUVpM3NlQy1BY1N6VzZOcGxk?oc=5
2026.01.29,"펄펄 끓는 K반도체… “하이닉스·삼성전자, 올해 HBM 80% 장악”",조선일보,https://news.google.com/rss/articles/CBMigwFBVV95cUxOTE5ySUFFUk52cEFqai1MYkRKbjMwQ2pDTHEyOENsa0NyOXhmZzlZZTZpMXlBTWR4RGt6UENnUWlsV1B5b1AxZC1qaTZad3E2dHJGUWhzNE5HUmQxTUFWbDVhbXlfM0tTYzJuZEpPZnlva1ptMXFBOS1veTJMWFdhYW9CNNIBlwFBVV95cUxOa2w5SjBLV3hVYXUxN0gxMmJ0SF9sT21mWUdYUnpkZWdsWFdaeDZjQkl1UXMzTGxGdmtuRWtWa3RWSVd0SjNoOTdIUVZVdDFPM2hLZjJVNlJkR0ZEa0c2VFotMENUMkJHNjZmRUM3OHZfSHF0OUpSR0hpWGZ0U09MNnlNclJzMmVEZHJFbUdYZHR0TFdzS3FN?oc=5
2026.01.29,"삼성전자, HBM 타고 사상 최대 실적…5년 만 특별배당",v.daum.net,https://news.google.com/rss/articles/CBMiT0FVX3lxTE5LTjNIR0lWMFlsNnQ1czhVNkF5Nlp5eVlzLW02UmxyY1dBVjFSTDU4WnJoZTh3c2M2NWltc2U0WFUxNXhOUlVvZzFERmlnWGM?oc=5
2026.01.29,"[기획]반도체 날개 단 삼성, 시총 1000조 시대 활짝",매일일보,https://news.google.com/rss/articles/CBMiY0FVX3lxTFBOejN6XzczXzVpZnRlZTV6Q1dFeEJ2V1piY3d5clBQSHVfRjFfcWozYmJhRUxqQ0xuYWtrTE1vWTkwTWRWQVdZc1g3TU1BQUd0TDlQcHp2SUQwMDhVZmtqMGp2RQ?oc=5
2026.01.29,"""반도체가 해냈다""…삼성전자, 작년 영업익 43.6조 `V자 반등`",디지털데일리,https://news.google.com/rss/articles/CBMiYkFVX3lxTE1JYU5VSEh3ODVFTkttWEVyUXZpSUUtZ0gxR0laM3VqNm5pQ0Etc20tZU52V09reFVpbk83MWtCVHEzUTZ3U1NLN1lPRVFwU2haa013eG5BR1BBeHl0aXJmZVNn?oc=5
2026.01.29,"""HBM4도 압도"" ""2월 양산""...하이닉스·삼성 신경전",디일렉,https://news.google.com/rss/articles/CBMiZkFVX3lxTFBvVTZyd29WWXJEd3BWdng5T19xVEg4OFZ3UEpEd0p6c3d5bVBZT2l4Nm9FRTlQaVZkdURXSUtuSzNXdE5TemNibjZVMDRaNzdjNFZoRkx5aDRLekxPSExLczBuWHNiZw?oc=5
2026.01.29,"삼성전자, 분기 영업이익 20조 넘으면서 역대 최고실적…""반도체가 이끌어""(종합)",이코노뉴스,https://news.google.com/rss/articles/CBMib0FVX3lxTFB4UGgwXzN1ekdQRmxIQVJKZFBJQ1FfdzhWaUZKV2EtQkRfZF9IaTljZzFwbkZsQ2dIWmlkTDc5a1dWTlBOWlpkb2dPSXl4OFR4YjZVajNfZ1g5TVhiMk1uVW40d2Vuc3lyYnczZmczOA?oc=5
2026.01.29,"삼성전자, 메모리 수요 폭발로 역대 최대 분기 매출·이익 기록",AI타임스,https://news.google.com/rss/articles/CBMiakFVX3lxTE1vWUl0TU9qVmpzSHBGZG5GWksxX2l1cTFRZFAwZy1zV2JUT3RXMkNUbXJHSVh3WlpfTFFFRHNiT09zNUpNeDZ1b2d2WkJHbzJNeUVrSVlnTEEtSjBzOWdYblVCSklySnM2c0E?oc=5
2026.01.29,"하이브리드 본딩부터 커스텀까지…삼성전자, HBM ‘초격차 로드맵’ 가동",매일경제,https://news.google.com/rss/articles/CBMiVkFVX3lxTFA4cW0zM1o4bGZnY0U2T2hoWDJOMzlKa3BCMS04ckRhaDBDRUU3elNiVENnOWpIOHlYejhsMm8xS1hNNU1kc2pVRndKeFNRTS1fdWtXMEJ3?oc=5
2026.01.29,"삼성전자, 매출 333조 '신기록'···분기 영업익 20조 첫 돌파(종합)",서울파이낸스,https://news.google.com/rss/articles/CBMiakFVX3lxTE9HclN4OHZvdW52NW5KY2tRdkpVRGl3YWdUanplYzFUTEp3RFZKX2MxQ1gydER2ZE1LenMwRDNzU3U1SWZ1R1lSUzNNUEFWdWZTcU5hYlA0a25ua0JZdGtTenFvNWp5MFZxRWc?oc=5
2026.01.29,'나란히' 역대급 실적 낸 삼전·SK하이닉스…'누가 더 잘했나',연합인포맥스,https://news.google.com/rss/articles/CBMicEFVX3lxTE5kNlZwZFo4VEZyZ3EwVDVvU3FJRUNnWUZOMzYyMmF5dFRFRGJyNXJSRm1VR05HMGl5YmZPSS1SUDhTTjZXM0NoZHU2ZF9paDgxbUpGcERSVjVLbTlZeUE5Wk5LMlFtZUp3Y3lHbmpiWFU?oc=5
2026.01.29,'역대 최대'로 부활한 삼성전자 올해도 '메모리 완판' 행진,mt.co.kr,https://news.google.com/rss/articles/CBMibEFVX3lxTE45U3pXN2YwSFBuQ3RqTnBaOGlaU3RrcXE4VG5RaWtkNWMydzlhbG5aRS01eDZ6bHltRGs0ejBFVjY4ajdWbkJ3bTVNTElLUTl4SmEwMlN3LVQtZUE2MFRBUktDT2loc1hmZVB6Tg?oc=5
2026.01.29,"싸이맥스, 삼성전자 로봇 뚫었다...HBM 이송 ATM 로봇 공급 개시 ""자체 로봇 개발 중""",파이낸스스코프,https://news.google.com/rss/articles/CBMiakFVX3lxTE1PeWFqMUZYaE43V08tTjBLS0tiSDNUSTJHZHNtMjBsUVJOZnhMcnppR3VKNHh1ajZvUFduY1BibDk1SGh0eGxfdWRvY0NTdFMxSGZfVkt5Q0NKSzBWTWk1di1MRjFfY1BoOXc?oc=5
2026.01.29,"삼성전자, 4분기 영업익 20조 돌파…반도체 힘으로 '역대 최대 실적' [HK영상]",v.daum.net,https://news.google.com/rss/articles/CBMiT0FVX3lxTE82T1E4VU1mMW5vZlBRYnh2OXRhMVdhLU9HbDNfTjhUQXRSSnhUc0ozanVKQTlIbWE0clZQaUVVWXZWZXh5YzNjYVNQZFpGVmc?oc=5
2026.01.29,"""반도체 랠리 더 간다""…개미군단, 삼성전자·SK하이닉스 폭풍매수",뉴스1,https://news.google.com/rss/articles/CBMiW0FVX3lxTFAzRDF5UlJyekJMQ1BTZm44cVhBSEg2U2xUeklsM3FnVEh1TnVTdEtSWGNJVUFDWTFYZDU0N1Nub21jVVp5X3VSU1RIREx2b3hjX21HVlY0UmVvM2c?oc=5
2026.01.29,삼성전자 작년 영업이익 43.6조 33.2%↑...반도체 4분기 16.4조,ESG경제,https://news.google.com/rss/articles/CBMibEFVX3lxTE45eHNFQ19sakJIR3o4YnJBVGRydVB1S2tGc1JLcVZXd185UWJVWXNPb1ltQUMxcm5zekxsZ3dlNTNiMDNXR2gzVGZVYXMtVlFLUlZCTmI0bzVaYXZlQkgxMjVzZnZabTdrMFRJeg?oc=5
2026.01.29,"삼성전자 ""올해 HBM 매출 전년比 3배 목표""…출하량 100억Gb 넘을 듯",지디넷코리아,https://news.google.com/rss/articles/CBMiVkFVX3lxTE5kcjdfNlJLOXREdzhaWEMtNWdpcUs4cm5rTlc1MWdPdTNqaVd5YnptMGVVTFhGVl9KUk9JMnVsSTFaNVI3VEtHRS04R1RMdm1xU2JyYWtB?oc=5
2026.01.29,"삼성전자, 메모리 사업 비중 점점 확대...4분기 영업익 82%",디지털투데이,https://news.google.com/rss/articles/CBMic0FVX3lxTFAwNDlPSFZ1UVpOTGo0V1JfWG5wb01SVmJRU1ZfTlI2b0o5M1ZjYmpuS3F5elFPMUtYbTZ4R1dWYlV5dnRhQURGZDJLdTBUTU8wM1hmd3M1MXBHX0dDM3ZPZTlJZVdTbU0zNWJidDBuMk50b2s?oc=5
2026.01.29,왕의 귀환…삼성전자 작년 역대 최대 매출,뉴스토마토,https://news.google.com/rss/articles/CBMiYEFVX3lxTE5GMHdNcVVIcThpZWtUOVJBN0c5NTF0b01oNkdud1RXQUlFRi1UM0RkbmpoanJzV0IxWE5URmpzLUo5S2xoSVVERWpTcFlaLUNyNTVvTXg2c3llNHU0RnRJbA?oc=5
2026.01.29,"테슬라 '테라팹' 구상에 삼성전자 역할 주목, 시스템반도체와 메모리 다 갖춰",비즈니스포스트,https://news.google.com/rss/articles/CBMic0FVX3lxTE1mZVhoX1pieHZ0NDNISTB5cEw5WWthVXhFNGU0ZTJYVFA2UkVVT0luSUpDWUFqZmZyaVpibDNGUWFHMnF4bHE4WkZtSFM4X2R0Z1lpNlZOQWVLLVRmWjhGSXo2OUU3RllNTkFHODluZ1dITFk?oc=5
2026.01.29,"'메모리 가격, 삼성이 좌우'...반도체 공급 주도권 ↑",디지털투데이,https://news.google.com/rss/articles/CBMic0FVX3lxTE9YY0x0U3lXZVlsRWotNmJ3ZFFwTUtEbGtUV1ZnSHY2ZUN0UWJGX3VtVWkyUWl4c1liYnUyMXRfVGJhemlxNk5HUS1TRERyX25iRlpreGxQVDZrWXdJZlJCcHRRVHY5V2FKWkdmQ0hicVhuME0?oc=5
2026.01.29,삼성전자 작년 영업이익 43조6천11억원…전년 대비 33.2%↑,경기일보,https://news.google.com/rss/articles/CBMiW0FVX3lxTE5reF9ncmNDRzdwYTZQYkJVUjJHOFktWWtOM2d2eEFWTFlvM1YtSVEydHQ2YjU2dDR6a094OGRFX3MtaUZQckNuZXhPdlVJcFU0a0gwNU5oQ1hNN2c?oc=5
2026.01.29,삼성전자 작년 영업이익 43.6조…반도체 4분기 16.4조,노컷뉴스,https://news.google.com/rss/articles/CBMiUkFVX3lxTE1VRE9WWHk1SDg1YXhyZzRLR3VheVdqN3AxMzY5c1c2dHVMZEZGY0ZTcnRRUlRQUXVVVTNSU21fYTBHVW9ROE5lOE42SlNSbVJ5Y0E?oc=5
2026.01.29,"삼성전자 ""올해 원가·수요 불확실…플래그십·AI로 대응""",디일렉,https://news.google.com/rss/articles/CBMiZkFVX3lxTE1BVDVDaDRmeW5ReDBwYjNuZzFBSTJwbkxoRnViYjh2QlFBVG41YTBIZ3JGUWxHaHl6QU5lS3E3S3dJM0FhaWVtUEJkTWhNeG1JcGF2Z2w3U0dvd3N4VmdhMGZRek9aUQ?oc=5
2026.01.29,"삼성전자, 분기 영업익 20조 첫 돌파",한스경제,https://news.google.com/rss/articles/CBMia0FVX3lxTE1TdkxqWGgwS3d4SUJ1QnExVkRGWktSSkVtWVhHcm1KbjRlX2pVV21VNHg5cVAxUmhiWndRMlpHMlFGTUdnX2drQnN3dm9QYjM3T2JoQVpjaF8tODMzZUdQWE1tWjFRQURKbkhF0gFvQVVfeXFMT3lTZjUtRXhLckZ0dW1hcHYxWnBCb09YYnhKdk1kVTRkSFQ1UTBsTVBnWlZ0WUFQMmxjUEN2clNIaHZtT2dfWEJrczRrMTNNUzZlLThxTDFFcDVVVUs3ZWRtTFVXN2FDRTVhTG94UU5F?oc=5
2026.01.29,삼성전자 오늘 4분기 실적 공개…반도체 부문 영업이익 역대 최대 전망,v.daum.net,https://news.google.com/rss/articles/CBMiVEFVX3lxTFBNR0I0cjJ2RGtpc0lWWVR2VllqcGdDelV3aU1fdnYwNFBkMzVXTTM3NzJYTHYyc0RXd1M4dzdXOWwtV0o3UVptQThZX20xNk81emZfWA?oc=5
2026.01.29,"삼성전자, 지난해 4분기 매출·영업익 사상 최대…반도체 영업익 16.4조 원",글로벌이코노믹,https://news.google.com/rss/articles/CBMihgFBVV95cUxOT1FYaG1ZQjlOcjlZQ3pWeHh2djVYLU5ScWx1X1diY0hOYWRQMzBYSWpqbzhBSi1OSnczN3cxSlFSZXYzekpzRC1MLUVYdnBibV9xMV9fSnhNSjE4bEU0N25fdURrTHhIRUtnWnlMQzNIejdDWGpfMXpUMEpEREdLb25jVGJqZw?oc=5
2026.01.29,"삼성전자, 4분기 영업이익 20조…반도체 부문 16.4조(상보)",연합인포맥스,https://news.google.com/rss/articles/CBMicEFVX3lxTE1hZGJyOHBVQlJnUi1wUzJnQk1ZRFZtaG5ZQ0Q3djZ6SnZqRUE1cmU4WXFXeGVlR21NUWdPZXJ0ZHRNWnVoVkFMZm1LaHNPa3l4czVHRDIxNXQtYTdMOEZDOFFSaWU1bExSUjdwLVJWQWc?oc=5
2026.01.29,"삼성전자 작년 4분기 영업이익 20.1조 전년 대비 209% 증가, 반도체 16.4조",비즈니스포스트,https://news.google.com/rss/articles/CBMic0FVX3lxTE4zYWw5dEd4OGR2cEFNWkNaMlFzVjRlN0lVaGVONUNLOHRuTk1SY2ZyT3paM0FPbjJUQm1QVlA0SVJuRlVUY2JfNXVVd2xwTUNVSmN2WXhCcWg1MWFBbVpxcnNfMjB6U3ZrbjJmdV9fTTYwaE0?oc=5
2026.01.29,"삼성전자, 올 1분기 최고 성능 'HBM4 출하' 공식화",한국경제,https://news.google.com/rss/articles/CBMiWkFVX3lxTE81Z2l4T0YzcjVyMlRFbFZOU3pkaXJBY0loVnVEeGNPSFdQdHFJalhPdjhZY3I2eHVWUHNXdHBUUjBjYkwxTzJlc0ZyUUFXMWtMbHJJMlMxTURXUdIBVEFVX3lxTE1hT2ctaEpNdzQyM09IdE1KSEhQNWJzem1QQ0V0am9pdnlhYWs0Rm83aFBVdTRXd3hyeUFPOWwyMGZBbzhpZkR6LU5sbXV4cjBLWHJscw?oc=5
2026.01.29,삼성전자 4분기 영업이익 20조원…반도체 슈퍼사이클에 ‘역대 최고’,매일경제,https://news.google.com/rss/articles/CBMiVEFVX3lxTFA1V0ltSXE0TWJLRGpaNGxjNzFmTFZIT2tQSlJBLUpRaXdkM3BBME02WGZJcWhucEM3OEpUZ2k2bGR3RE1odU54bnFUY1h4THQwd3lVYg?oc=5
2026.01.30,"역대 최대 매출 삼성전자, 해외언론 평가는",글로벌에픽,https://news.google.com/rss/articles/CBMifEFVX3lxTE9Dc2hkazJ6WUx5TllqUXN2dXhEN1dLMXFraWhIUndIODJScDFkbVFzZERRUEQ4NjduTTM5WnBMQjBGaS1jNTBiTFpQUUVUS3F6cmhfMVYzZFUtOFpYSVc3UWdzWnpnekkwamE4OHNYTnhHdDUwdzE2ZEJjREY?oc=5
2026.01.30,"포스텍·삼성전자 연구팀, 반도체 설계 난제 AI로 풀었다",tbc.co.kr,https://news.google.com/rss/articles/CBMigAFBVV95cUxQQ0RIdFJqTkpER0JUTUFST0VUZzA5aTNOLTJJNVgtb2JUdHBRVlhJVHoweGt0N3B1R09lNlFUT0d0VG5fM00zNlhaUWpObXZkUEZKbnY1NUFZcUJOUmFTdXlOX1BXRkJrY3RzSUxFTUNpSWFMVzJFcDZLc3Q0aHUzYQ?oc=5
2026.01.30,반도체 초호황기 진입한 삼성전자·SK하이닉스…올해 실적 전망은,서울신문,https://news.google.com/rss/articles/CBMie0FVX3lxTE1mNzUyWGNrc0pKX1hOU19jcklqZjZRZG53N1VUcWg0aG9DWTFQd1c2bng4S25OSWgtZ2RtRnloMlIyTFViNDRXSlM4ZTUtelhJRWdHTW9LMFBmVlVwajJjTzBPVEtuUmlfRTA0cUdyX1VyMW56NmVRRFFwOA?oc=5
2026.01.30,"[메가 이슈토픽] 삼성전자 VS SK하이닉스, UFC로 치닫는 ′HBM′ 경쟁",메가경제,https://news.google.com/rss/articles/CBMidEFVX3lxTE1fQl9PR0ZZTjhlZDlOanZRaHh4bmZxMTk0Tm9WWDBqaGdGa19zNUUzOU43SHJoakt1YnRWejBLWWtPS0RwQ3Z3TVRXaElOcW1YWTdzbzh1NnYwTnFPcjcxUnBxbDVEdngzZXFGSTRUOEE5V3Na0gFyQVVfeXFMTUV0Sk5VMk1mbjg3NkxtUUxtV2RXaVIzcUswN2JPaDhqc2U1enBMYTJ2SXNOeHVFRGlBUmJJcEVBTTkyVzJxM2ZWVml0X1dSbFRvZTB0Z1A1dmR1OEQ4S25oU1F1SlowcTl5b3JodDVPQXlR?oc=5
2026.01.30,삼성·하이닉스 반도체도 우주 나간다…美 달탐사선 동승,뉴시스,https://news.google.com/rss/articles/CBMiYEFVX3lxTE54NVdhRl9fX2tyWXdLaEczOUVTbEpKZTh4YkFTekh2aUp2N01tNTd4Smk5OE5RUERXMlJwNlFyQWdDcGNxVFRsa3hRLTdZN2x0VDRuVmNnbVI4LUxUWjZ4VtIBeEFVX3lxTE9kblFBbzkwaFlLbXR2UksxSkU0WnBVcHNPV0ZNVWJpRDkyTkZLOE5lNEZ0ajMzdU41MFUzc0lNYjNxUzY3WGFWNW9aTnJFbjJNU3RTRUE2eGpqbkxFam9DNlZTaHUyMjJ6VDduRlZyMmRoR3NxYk1XZA?oc=5
2026.01.30,“삼성전자·SK하이닉스 팹 가동 2031년에 추정 세금 1조780억... 용인에 낸다”,에너지경제신문,https://news.google.com/rss/articles/CBMiW0FVX3lxTE8ycUtMT2RsU21LWHlBeTJnSjJkSTdCMG9fSGJ4cjBlYlhfRElCMlJVZjdua1hVQS1xUTgtQ3FPZFlOYlp6WjN4Y3A0QWZZY3ZwUkJTMDhyWVdOWTQ?oc=5
2026.01.30,삼성전자 무섭게 팔아치우더니…외국인 '1조 싹쓸이'한 종목,한국경제,https://news.google.com/rss/articles/CBMiWkFVX3lxTFBrN2lMeG9SeURuWUZOcTlHVzdNdTlDa1JudlZ5TEVKeDB1djl4OTh5T24zMndQNlVUaHZIT1hJd2Rwd1dZOUJtMVk0RGpyQ2dLc0dQRkgtWFczd9IBVEFVX3lxTE9lU2g0dzdkR0duc3Bqd2hqVHFCTzhqTUZZZTBidlZNdHhOamxLUjZNZU1yNlhKbzY2dW5DSU1LdEcxS2h3UmtaS3dLNzVuS293dkNDMw?oc=5
2026.01.30,"삼성전자, 메모리 가격 '역대급 상승'과 HBM4 공급 호재-IM증권, KB증권",PRESS9,https://news.google.com/rss/articles/CBMiZkFVX3lxTE9xLUJEdWlrdVBEWXlodHF3dU9HMFA0MUZrV29DQWxreVJmbWQxWm40WTZmanVQLXFVUC04aVkwNkx2c2hHQ0pBOGFBdnNXUTdkZEp4cDhTdTU1ZEFBYnNwSzFFMEZLUQ?oc=5
2026.01.30,'사상 최대'·'메가 사이클'···삼성전자·SK하이닉스의 다음 승부수는 '100조',뉴스웨이,https://news.google.com/rss/articles/CBMiakFVX3lxTE04SFBsWWhXQXpITk1FRzdsTDJ1dzcxMW05a2ZoVHFZR1VsZHJicVBQWkdaMEZFZTdETnQ1UXY4NnhtaVhSaURPaUJnZDA3RjlBaExaVE5DdjBwblZqZ2Fic0lSa2NTT242RkE?oc=5
2026.01.30,"삼성전자, 분기 영업익 20조 시대…'7년 만의 신기록'",경제타임스,https://news.google.com/rss/articles/CBMiU0FVX3lxTE0teGVuNjBfekZyTDRTV0NZNWRfeTI3NVg1OWtQYkp2S3lxODNoSWxpOHJNczJ0MGM2bDZZd0ozNllUaEFIMno5TWc5VnVfUy1xSHpz?oc=5
2026.01.30,"반도체 말고 예술도 있다, 이건희 컬렉션 美 6만명 열광",조선일보,https://news.google.com/rss/articles/CBMilAFBVV95cUxNMzQ1VFZHZjkwWGs5eHJLQ3l0X0FJNGlIakZJd0liamhxbEFrbHZqTm9GejAxR2dFUkhVdTdhV21HU1dncm1MUE9nUlFHZ2tjUEJvaW43YVdSbFVRbGNnZDBRVXJqMWtEWGhBV3BuRXdSM3pmU3o5Y0xxWDVaMGh3N3BlN2hwdW5NaEVkSHctdWJ5SmxW0gGoAUFVX3lxTFByVllicWd2VlVXSUNIc2pGQkNOYmtMdHloaEZBMl9ySWVCQUtLcE9wVW5uNmpXQ2dHTU4xQnZSVWMyRUZFNk1BVzR1YnQ1RkRfY2lONlB5RmhRdjhNdzgwaF9uQy13ZURZdkJCaTJQQ2ljZFV5RGlneUM0REcxaHVob3ZhalF5ejJPMHBZQkJfN2FGbXJxX0xaeU1JNmZjbmRJXzdIZHV6Ng?oc=5
2026.01.30,"삼성전자, 4분기 영업이익 20조 '역대급 실적'...AI 시대 선점 전략 통했다",데일리팝,https://news.google.com/rss/articles/CBMiaEFVX3lxTFA0clNDemhYZnlURUpXT2k3VzhVV2NYaDQxMG1zclE1eWlXcjEzX0VaZ3dFX1lIaHpDam1DTXFZLThnT29hNlExZlYzeDFyUXRZYUZ1WnN5dUVfLVFBdnkzaXg3SklrQnh0?oc=5
2026.01.30,삼성전자 첫 과반 노조...노사관계 분기점,한스경제,https://news.google.com/rss/articles/CBMia0FVX3lxTFBYWFpMemNmNDI2c0pvTUoyYjFocGR6S1E0djFNZkF6SXVZNjN0Q1Q4Qng3Q1RXU3pJN1hBTmU0NUo2QzNscGtrWHBybzBHTmlPN0kzSlJadXVSV3BtNHZEblFINGRLc0tVOUVN0gFvQVVfeXFMUDlXSkJFVVRqMVlpdlZNb2NUMmpySHVodnRTR1FHYkl4WmZuRGN1RXZaTTN1Rk1RT1JzTzlDWFp4TkJWQzhGdVhmcjhSM3M4SG1sWm1xLWVlZlRpSmx0UktaZ182eVlhSkp3eUNGTEhF?oc=5
2026.01.30,반도체 시장 패권 2라운드...HBM4가 승부처,디지털투데이,https://news.google.com/rss/articles/CBMic0FVX3lxTE5BaVl0OU1pWTNDZmVCbjk1TVNzQ1BHQTlza0EzTFNJZGFiakdLdnNoNUd6ak9POVpUbF9CUjhoTDE3eVdDeHZXckRuVUlQRGtyMS1pbV9hNWxCNmRhd3BSQXJsRGhUdFIzeDlYNkhjUW15dEU?oc=5
2026.01.30,"[코스피 5000 시대] 삼성전자, 책상과 책장으로 쌓아올린 ‘16만 전자’의 비밀",파이낸셜투데이,https://news.google.com/rss/articles/CBMiakFVX3lxTE1zUDlzYzF1MXRCTnJiSExjRG41bERMYTJkMk44VDBSbllWbTgtM0pmOFJ4b1RxV1Q2a0RndVlfcWE2M0RIbzlYbTZBM3ZqNGxyM3lpdWpITE83TjJXRGFyMnZSVTBhRks5UGfSAW5BVV95cUxOY0tONUJIS0k1R0RiUTBwTGtnU3UxYlhwMkJneUFBM19EdjRXeE5OU1ZyNkxoaVIwZUZhM1N6ZF9GbnBuM3J3VHk1M1B5UFlhQXNZZnQ4MW5RZVZlWkEtWnFGTFl5cHBHcjBoUlNzQQ?oc=5
2026.01.30,반도체로 세계 묶는 삼성…기술 경쟁력 내건 이재용의 글로벌 허브 전략,이지경제,https://news.google.com/rss/articles/CBMibkFVX3lxTE93eGFfcjZOa3hhWExsOUVwQmk3dFVQRTBCOHJ1SzJrYXdYQUxwSUtxN0QycFg0RTdZdHY2SFEzYi1WYVhfOUpzd19scHhjYmVtNV96aUUyclNuMzU2c1p4QTdkc3R3Q0RNdkZVTEpB?oc=5
2026.01.30,"증권가, 반도체 호황···삼성전자·SK하이닉스 나란히 목표주가 상향",나눔경제뉴스,https://news.google.com/rss/articles/CBMibEFVX3lxTFB3YjM3bjBIWDhjYWRNTElIYkZhamRXR1l1a1k5M1FLZFFhcnQ4OWxodDFKZXhoa09tUDI5M1FHX3dXRC1SOGtVUk5rdHFqb3ByRDl2NXFGZGZaSDVkN0VrZGhuUUpXYVNOSzJzZQ?oc=5
2026.01.30,"""마누라 자식 빼고 다 바꾸라""던 이건희 '신경영' 선언 후 33년 : 이재용은 2026년을 '뉴삼성' 원년으로 만들어낼까",c-journal.co.kr,https://news.google.com/rss/articles/CBMiXEFVX3lxTE82bDljQU9rZTRTYjcwX0NRSVFIVWFZNmNhaHo5MHIzcVJjX2VOTUF1TVNERWJaU1NKd3V2SFJCZDNIVmJyd3hhZHA0RFB0WmIwYWRLOXhsN3VXSHZV?oc=5
2026.01.30,"“삼성전자, 메모리 반도체 고품질·대량 양산 능력으로 시장 주도권 유지”",뉴스투데이,https://news.google.com/rss/articles/CBMiXkFVX3lxTE9sVzNHZmVadmdUYWgwR2xHalBicndKTENhNHBQNzNvMU9veVlpMmEzdDdOTHN6TUsyQzhBUGxvLWJTOVh3UmhkbjA3ZTZMbVRkb3lKOWJEQ2VvSnphZ0E?oc=5
2026.01.30,“삼성 혼자선 반도체 못 만든다”… 공급망 보안이 곧 ‘초격차’,산업일보,https://news.google.com/rss/articles/CBMiREFVX3lxTE9RTF9EaWljQ3hrWVZmUDhJanBxblZKSWVVZDRyWENSeVNYMmJITDlWbG5LQlhiREJ0WmpGUmJGQU5YbV8y?oc=5
2026.01.30,삼성전자 지난해 영업이익 43.6조 원…반도체 4분기 16.4조 원,KBS 뉴스,https://news.google.com/rss/articles/CBMiW0FVX3lxTE5IWlh4dHpZSUpaRG5SbEkyZVVDb3U3Um5ibUJ3S1QxamFWcDc2S3BOc21VSksyZW5PV1JGbEF1MmxsazI0cUVXeE9UUTI0d1dLb3N4MTNtWHcwZzA?oc=5
2026.01.30,"AI 스마트 공장, 평택 반도체 라인 신설",조선일보,https://news.google.com/rss/articles/CBMijwFBVV95cUxOd2N4WlFONkZtbkxVamtvWVJHb0pZamtmdzd4WHI2RmVWLWRXRUZSZGs0TmxOeTFGNjlYSXdSblB4aXBrb09KTk1wdnM5WmVoRzZVY3FvbE5GcHNDbkgtRVEyZWRQN0RPMXZtUklSc1BpT0VqR0lldmV5TlhfUmFNODhjdUt0RjZCdnpaRF9Qc9IBowFBVV95cUxPWGVOeVlUTDFZLTItNHV6a0R5QnNrRkN2VEVxNDU0Y25adndKa0RtRWxHcjBlVFRiRnpYdTQxN0xhZl9fWkFGaTM2X3RwSjV1UGFEd0hBUjMzNUp6S295RFhxVHlESUV2UUJNN2pZcWdCaUtRMXNrVi0wSV9xaGdBaHJidjhSQjNUYTFaemRITm9JSjEzZFhEclRsVGV4a0lRdjlR?oc=5
2026.01.30,삼성 “AI 일상 동반자” 선언… 반도체 슈퍼사이클 올라탄다,동아일보,https://news.google.com/rss/articles/CBMidkFVX3lxTE0yQTAwcFFtSXE2dGxZTjZaUE84V2N1TUJGWEx1VXhsck9yWnJiUVhTT0RJdmZwVW0wdUVPM1RVNVlVa0R3NlNIT0RrWE1ha1RjTEpfeTk5WnlEeXVHYW81eXhXMHBTSmE2Zjh0UnljamRsZ0h6M3fSAWZBVV95cUxQQVRYNlNoZ1UyZEJxa3hIMHJKOGNYUER6WWJjMmhuMURJa0o3TXA3M3lyQ1NoMUlTTVNsUjIzc1dvQi1FS0dkNmtEQnB3WFlpM19uSEN3dFdIaWNVcExfcmo4SGF4QkE?oc=5
2026.01.30,"용인시장 ""2031년 삼성전자·하이닉스서 9천180억원 세수 추정""",세무사신문,https://news.google.com/rss/articles/CBMibkFVX3lxTE9uc0x5Nld3U3Iyc0dEMmZBNy0tWjgzSWhta2pSQnJrb2hzaFRySmtfREhnT3lTVmJFNk13b3M5YzVxM1N4LXplNnh2N3JmVmJPcnk0TEtabmR1dDBLcmtrZkNDYnZBdmozRzFDNFVn?oc=5
